"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","index","Tackles Attempted","Tackles Attempted/90","Tackles Completed","Tackles Completed/90","Tackles Failed","Tackle Completion %","Tackles Failed/90","Key Tackles","Key Tackles/90","Tackle Quality","Interceptions","Interceptions/90","Blocks","Blocks/90","Shots Blocked","Shots Blocked/90","Headers Attempted","Headers Attempted/90","Headers Won","Headers Won/90","Headers Won %","Headers Lost","Headers Lost/90","Headers Lost %","Key Headers","Key Headers/90","Aerial Challenges Attempted/90","Duels Win %","Fouls Against","Fouls Made","Net Fouls","Fouls Won/90","Fouls Committed/90","Clearances","Clearances/90","Red Cards","Yellow Cards","Yellows/Tackle","Reds/Tackle","Yellows/90","Reds/90","Player of the Match","Mistakes Leading to Goal","Sprints/90","Attacking Actions/90","Creative Actions/90","Defensive Actions/90","Goalkeeping Actions/90","Excitement Factor/90","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister"
"Thilo Kehrer","D (RC), DM",27,"186 cm","76 kg","-","Monaco","Ligue 1 Uber Eats","GER (BDI)","-","-","Scouting Required","$120,000 p/w","$21M - $34M","-","Right",16,1440,7.1,0,90,460,23,1.44,18,1.12,5,78,0.31,3,0.19,2.3,32,2,6,0.38,4,0.25,62,3.88,39,2.44,62.9,23,1.44,37.1,4,0.25,3.88,67.06,4,10,6,0.25,0.63,12,0.75,0,3,0.13,0,0.19,0,0,0,5.62,0.31,0.5,11.13,0,1.06,41,100,13,51,15,63,65,39,39,26,55,35,5,13,35
"John Stones","D (RC), DM",29,"188 cm","72 kg","-","Man City","Premier League","ENG","Trained in nation (15-21)","Fairly Professional","Level-headed","$250,000 p/w","$223M - $243M","-","Right",10,1020,7.04,5,68,461,12,1.06,10,0.88,2,83,0.18,1,0.09,3,24,2.12,7,0.62,4,0.35,66,5.82,51,4.5,77.27,15,1.32,22.73,8,0.71,5.82,78.21,4,4,0,0.35,0.35,7,0.62,0,2,0.17,0,0.18,0,1,0,15.26,1.89,0.71,15.39,0,3.71,93,100,29,88,93,97,98,94,95,92,96,83,46,25,80
"Chancel Mbemba","D (RC), DM",29,"182 cm","80 kg","-","Marseille","Ligue 1 Uber Eats","COD (BEL)","-","-","Scouting Required","$85,000 p/w","$23M - $30M","-","Right",18,1516,6.92,3,72.19,462,46,2.73,38,2.26,8,83,0.47,3,0.18,4.18,40,2.37,10,0.59,3,0.18,79,4.69,55,3.27,69.62,24,1.42,30.38,7,0.42,4.69,74.4,6,11,5,0.36,0.65,20,1.19,0,0,0,0,0,0,1,1,10.92,1.38,0.24,16.11,0,2.43,89,100,75,62,84,76,87,88,78,85,74,94,18,37,0
"Amos Pieper","D (RC), DM",25,"192 cm","84 kg","-","SV Werder","Bundesliga","GER","-","-","Scouting Required","$38,000 p/w","$5.2M - $6.8M","-","Right",16,1435,6.88,0,89.69,463,31,1.94,24,1.51,7,77,0.44,5,0.31,1.94,29,1.82,8,0.5,5,0.31,115,7.21,77,4.83,66.96,38,2.38,33.04,14,0.88,7.21,69.18,2,16,14,0.13,1,29,1.82,0,5,0.16,0,0.31,0,0,0,5.58,0.43,0.31,20.66,0,1,41,100,69,20,25,38,50,20,32,31,50,68,67,71,0
"Ahmed Iljazovski","D (RC), DM",26,"188 cm","79 kg","-","Hvidovre IF","3F Superliga","MKD (DEN)","-","-","Scouting Required","$575 p/w","$0 - $85K","-","Right",15,1355,6.77,3,75.28,464,24,1.59,18,1.2,6,75,0.4,6,0.4,3.43,27,1.79,8,0.53,5,0.33,91,6.04,72,4.78,79.12,19,1.26,20.88,15,1,6.04,78.26,2,7,5,0.13,0.46,59,3.92,0,1,0.04,0,0.07,0,0,1,3.99,0,0.13,23.75,0,0.33,5,100,63,8,5,2,1,2,1,3,2,5,65,85,0
"Éder","D (RC), DM",28,"184 cm","82 kg","Wnt","AMG","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$7,000 p/w","$240K - $2.4M","-","Right",58,5206,6.8,1,88.24,465,103,1.78,86,1.49,17,83,0.29,19,0.33,2.24,90,1.56,25,0.43,32,0.55,346,5.98,237,4.1,68.5,109,1.88,31.5,50,0.86,5.98,71.94,20,46,26,0.35,0.8,91,1.57,0,16,0.16,0,0.28,0,0,0,5.38,0.56,0.35,19.18,0,1.43,58,100,60,20,33,36,42,28,31,25,37,59,54,56,17
"Fábio Cardoso","D (RC), DM",29,"187 cm","83 kg","-","FC Porto","Liga Portugal Betclic","POR","-","-","Scouting Required","$14,500 p/w","$500K - $5M","-","Right",12,1128,6.92,7,59.37,466,28,2.23,17,1.36,11,61,0.88,2,0.16,4.67,30,2.39,3,0.24,2,0.16,101,8.06,61,4.87,60.4,40,3.19,39.6,11,0.88,8.06,60.47,2,6,4,0.16,0.48,4,0.32,0,1,0.04,0,0.08,0,0,1,9.73,1.2,0.64,17.55,0,2.47,90,100,8,74,91,92,97,89,88,88,92,98,71,59,75
"Calum Chambers","D (RC), DM",28,"183 cm","73 kg","-","Aston Villa","Premier League","ENG","Trained in nation (15-21)","-","Scouting Required","$69,000 p/w","$10.5M - $14M","-","Right",23,1829,6.84,1,76.21,467,70,3.44,52,2.56,18,74,0.89,5,0.25,2.26,48,2.36,13,0.64,3,0.15,121,5.95,86,4.23,71.07,35,1.72,28.93,7,0.34,5.95,72.25,9,31,22,0.44,1.53,18,0.89,0,6,0.09,0,0.3,0,0,1,11.81,1.9,1.87,16.54,0,5.07,82,100,62,90,80,89,87,92,89,87,88,68,25,51,64
"Djéné Dakonam","D (RC), DM",31,"178 cm","71 kg","-","Getafe","LaLiga EA Sports","TOG (BEN)","-","-","Scouting Required","$20,500 p/w","$150K - $10.5M","-","Right",17,1496,6.56,0,88,468,62,3.73,51,3.07,11,82,0.66,4,0.24,2.07,32,1.93,13,0.78,7,0.42,63,3.79,39,2.35,61.9,24,1.44,38.1,4,0.24,3.79,72,4,30,26,0.24,1.8,26,1.56,0,5,0.08,0,0.3,0,0,0,7.04,0.59,0.78,16,0,2.29,43,100,70,49,41,28,23,39,50,38,39,18,5,25,66
"Ante Majstorović","D (RC), DM",30,"185 cm","76 kg","Inj","Istra 1961","SuperSport HNL","CRO","-","-","Scouting Required","$3,100 p/w","$55K - $550K","-","Right",15,1377,6.84,1,86.06,469,25,1.63,21,1.37,4,84,0.26,3,0.2,3.57,25,1.63,9,0.59,8,0.52,132,8.63,96,6.27,72.73,36,2.35,27.27,10,0.65,8.63,74.52,0,7,7,0,0.46,9,0.59,0,1,0.04,0,0.07,0,0,0,5.75,0.59,0.13,16.78,0,1.11,37,100,34,1,34,45,61,25,37,49,59,96,69,30,0
"Wilfried Singo","D (RC), WB/M (R)",23,"190 cm","79 kg","-","Monaco","Ligue 1 Uber Eats","CIV","-","-","Scouting Required","$33,000 p/w","$26M - $34M","-","Right",15,1312,7.32,0,87.47,470,36,2.47,31,2.13,5,86,0.34,0,0,1.57,40,2.74,6,0.41,3,0.21,79,5.42,49,3.36,62.03,30,2.06,37.97,6,0.41,5.42,69.57,16,23,7,1.1,1.58,17,1.17,0,5,0.14,0,0.34,0,0,0,14.2,3.25,2.13,14.57,0,10.02,99,100,58,98,98,98,98,99,99,98,98,90,21,22,98
"Enrico Delprato","D (RC), WB/M (R)",24,"183 cm","67 kg","Inj","Empoli","Serie A TIM","ITA","-","-","Scouting Required","$27,000 p/w","$3.6M - $7.4M","-","Right Only",13,1200,6.73,0,92.31,471,21,1.58,15,1.12,6,71,0.45,7,0.53,2.63,15,1.12,5,0.38,5,0.38,69,5.18,46,3.45,66.67,23,1.72,33.33,5,0.38,5.17,67.78,0,8,8,0,0.6,24,1.8,0,4,0.19,0,0.3,0,0,0,3.22,0.68,0.6,16.11,0,1.27,5,100,8,16,12,47,54,11,53,28,70,54,19,7,48
"Ryan Leonard","D (RC), WB (R), DM, M (C)",31,"185 cm","84 kg","-","Millwall","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$10,000 p/w","Not for Sale","-","Right",14,1193,6.8,4,66.28,472,45,3.39,29,2.19,16,64,1.21,5,0.38,1.73,27,2.04,11,0.83,7,0.53,47,3.55,25,1.89,53.19,22,1.66,46.81,2,0.15,3.55,58.7,4,26,22,0.3,1.96,20,1.51,1,3,0.07,0.02,0.23,0.08,0,0,16.07,2.17,2.41,15.95,0,5.21,94,100,62,99,97,95,96,97,98,95,98,84,1,19,91
"Mats Deijl","D (RC), WB (R), DM",26,"181 cm","72 kg","-","Go Ahead Eagles","Eredivisie","NED","-","-","Scouting Required","$2,200 p/w","$275K - $2.7M","-","Right Only",16,1440,6.81,0,90,473,62,3.88,47,2.94,15,76,0.94,4,0.25,3.26,30,1.88,7,0.44,5,0.31,70,4.38,42,2.62,60,28,1.75,40,7,0.44,4.38,67.42,5,19,14,0.31,1.19,22,1.38,0,1,0.02,0,0.06,0,1,0,24.75,2.16,1.94,16.13,0,7.19,82,100,28,81,84,78,75,87,89,90,85,67,15,17,96
"Siebe Horemans","D (RC), WB (R), DM",25,"185 cm","71 kg","-","Excelsior","Eredivisie","BEL","-","-","Scouting Required","$2,400 p/w","$350K - $3.4M","-","Right Only",18,1620,6.81,0,90,474,21,1.17,19,1.06,2,90,0.11,7,0.39,2.33,36,2,9,0.5,9,0.5,85,4.72,53,2.94,62.35,32,1.78,37.65,11,0.61,4.72,67.92,3,9,6,0.17,0.5,24,1.33,0,1,0.05,0,0.06,0,0,0,4.67,0.59,0.61,16.59,0,1.28,31,100,67,54,20,63,64,63,55,42,61,35,25,34,69
"Odel Offiah","D (RC), WB (R), DM",21,"183 cm","77 kg","-","QPR","Sky Bet Championship","NGA (ENG)","Trained in nation (15-21)","-","Scouting Required","$5,000 p/w","$5.8M - $11.5M","-","Right",19,1613,6.71,0,84.89,475,76,4.24,54,3.01,22,71,1.23,3,0.17,4.22,35,1.95,11,0.61,6,0.33,85,4.74,57,3.18,67.06,28,1.56,32.94,12,0.67,4.74,68.94,3,18,15,0.17,1,42,2.34,0,1,0.01,0,0.06,0,1,0,5.36,0.6,0.67,19.75,0,1.9,80,100,63,69,64,46,33,60,49,53,30,10,30,59,88
"Jordan Teze","D (RC), WB (R), DM",24,"183 cm","68 kg","Wnt","PSV","Eredivisie","NED (CGO)","-","Balanced","Level-headed","$31,000 p/w","$30M - $43M","-","Right Only",26,2221,7.03,1,82.26,476,74,3,59,2.39,15,80,0.61,11,0.45,4.93,58,2.35,11,0.45,9,0.36,119,4.82,77,3.12,64.71,42,1.7,35.29,16,0.65,4.82,70.47,7,15,8,0.28,0.61,23,0.93,0,3,0.04,0,0.12,0,2,0,6.93,1.18,1.01,19.52,0,2.19,86,100,80,99,84,68,53,88,69,71,50,5,28,75,95
"Ronald Araujo","D (RC), WB (R)",24,"188 cm","91 kg","-","Barcelona","LaLiga EA Sports","URU (ESP)","-","Driven","Level-headed","$175,000 p/w","$130M - $198M","-","Right",18,1467,7.23,0,81.5,477,41,2.52,33,2.02,8,80,0.49,6,0.37,5.13,48,2.94,14,0.86,6,0.37,114,6.99,87,5.34,76.32,27,1.66,23.68,20,1.23,6.99,77.42,2,8,6,0.12,0.49,15,0.92,0,1,0.02,0,0.06,0,1,0,6.56,0.71,0.25,24.7,0,1.35,68,100,99,50,45,69,83,50,58,42,71,84,81,99,17
"Denzel Hall","D (RC), WB (R)",22,"175 cm","70 kg","-","sc Heerenveen","Eredivisie","NED (JAM)","-","-","Scouting Required","$2,700 p/w","$550K - $5.4M","-","Right Only",11,1012,6.76,5,63.25,478,53,4.71,44,3.91,9,83,0.8,2,0.18,6.63,30,2.67,8,0.71,2,0.18,40,3.56,15,1.33,37.5,25,2.22,62.5,1,0.09,3.56,63.44,4,8,4,0.36,0.71,19,1.69,0,2,0.04,0,0.18,0,0,0,14.58,1.58,1.16,15.31,0,4.98,82,100,83,91,83,65,54,82,78,77,65,12,1,28,91
"Álex Suárez","D (RC), WB (R)",30,"180 cm","70 kg","-","Las Palmas","LaLiga EA Sports","ESP","-","-","Scouting Required","$4,400 p/w","$1.6M - $3.6M","-","Right Only",19,1738,6.9,1,86.9,479,47,2.43,44,2.28,3,94,0.16,6,0.31,2.61,30,1.55,9,0.47,5,0.26,68,3.52,44,2.28,64.71,24,1.24,35.29,7,0.36,3.52,76.52,5,18,13,0.26,0.93,34,1.76,0,2,0.04,0,0.1,0,2,0,4.56,0.48,0.36,15.57,0,0.93,50,100,82,44,22,37,55,42,47,24,41,27,8,12,60
"Brian Plat","D (RC), WB (R)",23,"191 cm","85 kg","-","FC Volendam","Eredivisie","NED","-","-","Scouting Required","$2,100 p/w","$100K - $1M","-","Right Only",17,1442,6.64,0,84.82,480,66,4.12,48,3,18,73,1.12,3,0.19,2.06,41,2.56,13,0.81,4,0.25,92,5.74,62,3.87,67.39,30,1.87,32.61,12,0.75,5.74,69.62,10,32,22,0.62,2,22,1.37,0,3,0.05,0,0.19,0,0,1,14.73,1.51,1.37,20.03,0,4.12,76,100,63,81,81,77,76,77,82,76,85,63,42,76,87
"Jordan Williams","D (RC), WB (R)",24,"181 cm","76 kg","-","Bristol City","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$7,750 p/w","$650K - $1.5M","-","Right",14,1183,6.93,8,53.77,481,43,3.27,36,2.74,7,84,0.53,1,0.08,3.58,33,2.51,8,0.61,2,0.15,66,5.02,47,3.58,71.21,19,1.45,28.79,6,0.46,5.02,76.15,11,12,1,0.84,0.91,11,0.84,0,1,0.02,0,0.08,0,0,0,19.78,3.9,1.98,16.27,0,10.8,86,100,41,89,92,94,92,98,97,98,96,92,22,31,86
"Arnau Martínez","D (RC), WB (R)",20,"182 cm","79 kg","-","Girona","LaLiga EA Sports","ESP","-","-","Scouting Required","$16,250 p/w","$39M - $63M","-","Right",12,1081,6.89,5,63.59,482,41,3.41,34,2.83,7,83,0.58,3,0.25,2.16,31,2.58,10,0.83,5,0.42,64,5.33,47,3.91,73.44,17,1.42,26.56,8,0.67,5.33,77.14,5,19,14,0.42,1.58,20,1.67,0,4,0.1,0,0.33,0,0,0,9.24,1.48,1.58,21.91,0,3.25,99,100,100,99,99,98,99,99,98,98,97,85,37,93,91
"Jordan Beyer","D (RC), WB (R)",23,"187 cm","80 kg","-","Burnley","Premier League","GER","-","-","Scouting Required","$50,000 p/w","$19.5M - $31M","-","Right",17,1505,6.78,0,88.53,483,32,1.91,22,1.32,10,69,0.6,6,0.36,2.29,34,2.03,14,0.84,10,0.6,116,6.94,69,4.13,59.48,47,2.81,40.52,23,1.38,6.94,61.49,0,14,14,0,0.84,22,1.32,0,2,0.06,0,0.12,0,0,0,5.02,0.38,0.48,23.31,0,0.96,5,100,58,51,23,26,36,15,38,21,42,28,74,91,48
"Tinga","D (RC), WB (R)",30,"179 cm","78 kg","-","FOR","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$5,500 p/w","$900K - $8.8M","-","Right",63,5552,6.87,6,80.46,484,141,2.29,107,1.73,34,76,0.55,8,0.13,3.81,151,2.45,39,0.63,22,0.36,350,5.67,213,3.45,60.86,137,2.22,39.14,16,0.26,5.67,65.17,55,37,-18,0.89,0.6,104,1.69,0,2,0.01,0,0.03,0,4,0,10.23,1.75,1.35,14.79,0,6.45,84,100,45,79,85,69,51,86,76,80,66,43,16,33,95
"Peter Kioso","D (RC), WB (R)",24,"183 cm","69 kg","-","Rotherham","Sky Bet Championship","IRL (COD)","Trained in nation (15-21)","-","Scouting Required","$9,000 p/w","$220K - $2.2M","-","Right",19,1597,6.79,1,79.85,485,79,4.45,66,3.72,13,84,0.73,2,0.11,3.95,50,2.82,15,0.85,7,0.39,90,5.07,53,2.99,58.89,37,2.09,41.11,6,0.34,5.07,70.41,14,20,6,0.79,1.13,28,1.58,0,1,0.01,0,0.06,0,0,0,20.46,2.9,1.86,18.8,0,9.58,95,100,81,85,94,91,91,95,95,95,94,91,14,61,97
"Benjamin White","D (RC), WB (R)",26,"185 cm","78 kg","-","Arsenal","Premier League","ENG","Trained in nation (15-21)","Resolute","Media-friendly, Reserved","$205,000 p/w","$96M - $146M","-","Right",21,1813,6.94,4,72.52,486,53,2.63,41,2.04,12,77,0.6,4,0.2,2.79,50,2.48,10,0.5,4,0.2,82,4.07,64,3.18,78.05,18,0.89,21.95,5,0.25,4.07,77.78,5,19,14,0.25,0.94,22,1.09,0,4,0.08,0,0.2,0,0,1,11.17,2.25,1.34,14.8,0,3.92,87,100,54,94,88,90,92,91,91,90,90,86,9,30,63
"Kevin Akpoguma","D (RC), WB (R)",28,"192 cm","85 kg","-","TSG Hoffenheim","Bundesliga","NGA (GER)","-","-","Scouting Required","$31,000 p/w","$4.1M - $8.4M","-","Right",18,1608,6.81,0,89.33,487,28,1.57,22,1.23,6,79,0.34,6,0.34,1.22,35,1.96,10,0.56,7,0.39,106,5.93,73,4.09,68.87,33,1.85,31.13,8,0.45,5.93,70.9,0,23,23,0,1.29,21,1.18,0,5,0.18,0,0.28,0,0,0,3.81,0.46,0.28,15.9,0,1.46,28,100,52,40,30,51,47,54,48,55,43,62,30,29,44
"Di'Shon Bernard","D (RC), WB (R)",23,"189 cm","76 kg","-","Sheffield Wednesday","Sky Bet Championship","JAM (ENG)","Trained at club (0-21)","Fairly Sporting","Level-headed","$10,000 p/w","$3.1M - $6.4M","-","Right",21,1803,6.96,1,81.95,488,54,2.7,42,2.1,12,78,0.6,11,0.55,5.4,38,1.9,5,0.25,5,0.25,161,8.04,102,5.09,63.35,59,2.95,36.65,17,0.85,8.04,66.98,1,10,9,0.05,0.5,14,0.7,0,4,0.07,0,0.2,0,0,2,5.34,0.35,0.55,21.76,0,1.1,70,100,71,54,30,74,69,63,58,63,63,61,71,86,63
"Fran Karačić","D (RC), WB (R)",27,"181 cm","75 kg","-","Rudeš","SuperSport HNL","AUS (CRO)","-","-","Scouting Required","$2,800 p/w","$18K - $180K","-","Right",18,1538,6.86,0,85.44,489,57,3.34,45,2.63,12,79,0.7,5,0.29,1.84,48,2.81,17,0.99,10,0.59,85,4.97,63,3.69,74.12,22,1.29,25.88,4,0.23,4.97,76.06,29,31,2,1.7,1.81,19,1.11,0,4,0.07,0,0.23,0,1,2,18.78,3.44,3.69,18.56,0,11.88,90,100,79,98,94,89,88,93,95,90,93,54,14,55,97
"Reece James","D (RC), WB (R)",24,"179 cm","91 kg","-","Chelsea","Premier League","ENG","Trained in nation (15-21)","Professional","Evasive, Reserved","$300,000 p/w","$138M - $166M","-","Right",18,1620,6.97,0,90,490,72,4,57,3.17,15,79,0.83,2,0.11,5.54,43,2.39,16,0.89,7,0.39,95,5.28,45,2.5,47.37,50,2.78,52.63,6,0.33,5.28,61.08,4,13,9,0.22,0.72,11,0.61,0,2,0.03,0,0.11,0,0,0,13.11,2.16,1.61,16.01,0,6.33,89,100,49,93,85,95,93,97,94,91,93,75,11,33,72
"Ki-Jana Hoever","D (RC), WB (R)",21,"182 cm","73 kg","-","Stoke","Sky Bet Championship","NED (SUR)","Trained in nation (15-21)","-","Scouting Required","$25,000 p/w","$13M - $16M","-","Right",16,1116,6.58,0,69.75,491,48,3.87,37,2.98,11,77,0.89,0,0,4,34,2.74,9,0.73,1,0.08,78,6.29,53,4.27,67.95,25,2.02,32.05,7,0.56,6.29,71.43,3,12,9,0.24,0.97,13,1.05,1,0,0,0.02,0,0.08,0,1,16.45,2.06,1.05,17.97,0,6.53,20,100,48,71,40,27,9,40,60,60,32,15,38,49,56
"Vladimír Coufal","D (RC), WB (R)",31,"175 cm","76 kg","-","West Ham","Premier League","CZE","-","-","Scouting Required","$75,000 p/w","Not for Sale","-","Right",12,1247,6.68,9,59.38,492,67,4.84,52,3.75,15,78,1.08,4,0.29,2.39,36,2.6,8,0.58,3,0.22,50,3.61,29,2.09,58,21,1.52,42,2,0.14,3.61,69.23,3,28,25,0.22,2.02,21,1.52,0,3,0.04,0,0.22,0,0,0,16.6,0.56,0.51,17,0,2.38,44,100,72,60,40,35,14,43,51,54,31,15,2,55,44
"Wes Harding","D (RC), WB (R)",27,"181 cm","79 kg","-","Millwall","Sky Bet Championship","JAM (ENG)","Trained in nation (15-21)","-","Scouting Required","$7,500 p/w","$1.4M - $3M","-","Right",11,994,6.59,3,71,493,48,4.35,32,2.9,16,67,1.45,1,0.09,3.69,21,1.9,10,0.91,3,0.27,49,4.44,30,2.72,61.22,19,1.72,38.78,2,0.18,4.44,63.92,0,13,13,0,1.18,21,1.9,0,2,0.04,0,0.18,0,0,1,10.87,0.94,0.36,16.33,0,2.08,47,100,45,69,63,24,8,50,42,49,15,10,7,24,17
"João Ferreira","D (RC), WB (R)",22,"185 cm","70 kg","-","Udinese","Serie A TIM","POR","-","-","Scouting Required","$25,000 p/w","$7M - $11.5M","-","Right",12,993,6.97,3,66.2,494,41,3.72,33,2.99,8,80,0.73,2,0.18,2.73,32,2.9,6,0.54,3,0.27,78,7.07,44,3.99,56.41,34,3.08,43.59,5,0.45,7.07,64.71,10,15,5,0.91,1.36,22,1.99,0,1,0.02,0,0.09,0,0,0,12.87,2.88,2.72,18.96,0,8.25,94,100,78,90,96,95,96,96,99,99,98,98,36,62,95
"Gustav Granath","D (RC), WB (R)",26,"191 cm","82 kg","-","Vejle","3F Superliga","SWE","-","-","Scouting Required","$2,500 p/w","$14K - $130K","-","Right Only",10,980,6.84,5,65.33,495,28,2.57,21,1.93,7,75,0.64,0,0,2.8,20,1.84,12,1.1,6,0.55,48,4.41,29,2.66,60.42,19,1.74,39.58,1,0.09,4.41,65.79,6,10,4,0.55,0.92,17,1.56,0,0,0,0,0,0,0,0,14.23,2.22,1.93,11.98,0,9.46,70,100,28,68,81,93,94,93,97,96,97,98,4,4,84
"Tobias Mølgaard","D (RC), WB (R)",27,"183 cm","73 kg","-","AGF","3F Superliga","DEN","-","-","Scouting Required","$5,750 p/w","$550K - $5.4M","-","Right",18,1414,6.92,0,78.56,496,52,3.31,38,2.42,14,73,0.89,3,0.19,3.25,48,3.06,4,0.25,2,0.13,77,4.9,42,2.67,54.55,35,2.23,45.45,6,0.38,4.9,62.02,20,16,-4,1.27,1.02,24,1.53,1,2,0.04,0.02,0.13,0.06,1,0,18.97,4.07,3.95,18.19,0,15.28,92,100,27,97,93,89,82,94,92,90,89,46,13,55,98
"Daniel Anyembe","D (RC), WB (R)",25,"189 cm","76 kg","-","Viborg FF","3F Superliga","KEN (DEN)","-","-","Scouting Required","$2,700 p/w","$80K - $800K","-","Right",17,1363,6.77,1,75.72,497,33,2.18,25,1.65,8,76,0.53,1,0.07,1.94,54,3.57,10,0.66,4,0.26,114,7.53,79,5.22,69.3,35,2.31,30.7,6,0.4,7.53,70.75,8,17,9,0.53,1.12,18,1.19,0,5,0.15,0,0.33,0,0,0,17.76,1.58,1.25,17.06,0,6.01,66,100,51,80,78,52,27,75,72,74,51,17,45,50,73
"Pascal Stenzel","D (RC), WB (R)",27,"183 cm","74 kg","Wnt","VfB Stuttgart","Bundesliga","GER","-","Fairly Professional","Reserved","$25,500 p/w","$550K - $8.2M","-","Right",14,1316,6.73,2,82.25,498,35,2.39,29,1.98,6,83,0.41,1,0.07,5,30,2.05,10,0.68,2,0.14,66,4.51,38,2.6,57.58,28,1.91,42.42,5,0.34,4.51,66.34,6,7,1,0.41,0.48,12,0.82,0,1,0.03,0,0.07,0,0,0,12.72,1.49,1.23,13.91,0,4.72,71,100,35,83,73,65,45,75,71,72,57,23,10,11,73
"Perry Ng","D (RC), WB (R)",27,"180 cm","77 kg","Inj","Cardiff","Sky Bet Championship","ENG (SGP)","Trained in nation (15-21)","Fairly Determined","Level-headed","$12,500 p/w","$10K - $5M","-","Right",20,1733,6.66,0,86.65,499,73,3.79,57,2.96,16,78,0.83,2,0.1,1.87,43,2.23,15,0.78,5,0.26,115,5.97,63,3.27,54.78,52,2.7,45.22,4,0.21,5.97,63.83,5,39,34,0.26,2.03,24,1.25,0,7,0.1,0,0.36,0,2,0,17.19,2.45,2.18,15.07,0,8.1,66,100,44,82,73,64,46,76,75,74,69,34,15,19,90
"Kiliann Sildillia","D (RC), WB (R)",21,"186 cm","76 kg","-","SC Freiburg","Bundesliga","FRA (GLP)","-","-","Scouting Required","$31,000 p/w","$60M - $73M","-","Right",16,1272,6.75,4,63.6,500,53,3.75,42,2.97,11,79,0.78,3,0.21,3.53,31,2.19,15,1.06,8,0.57,74,5.24,54,3.82,72.97,20,1.42,27.03,4,0.28,5.24,75.59,8,15,7,0.57,1.06,24,1.7,1,1,0.02,0.02,0.07,0.07,0,0,10.68,1.36,0.92,17.83,0,4.95,56,100,89,72,58,57,45,74,70,68,58,30,17,40,48
"Jules Koundé","D (RC), WB (R)",25,"178 cm","70 kg","-","Barcelona","LaLiga EA Sports","FRA (BEN)","-","Fairly Determined","Level-headed","$195,000 p/w","$82M - $124M","-","Right",17,1505,7.07,5,68.41,501,41,2.45,32,1.91,9,78,0.54,7,0.42,2.56,55,3.29,12,0.72,8,0.48,82,4.9,61,3.65,74.39,21,1.26,25.61,8,0.48,4.9,75.61,1,16,15,0.06,0.96,14,0.84,0,2,0.05,0,0.12,0,1,1,7.59,0.53,0.42,18.74,0,1.2,67,100,94,72,50,38,32,57,37,38,19,3,22,83,61
"Mohamed Simakan","D (RC), WB (R)",23,"187 cm","82 kg","-","RB Leipzig","Bundesliga","FRA (GUI)","-","-","Scouting Required","$92,000 p/w","$63M - $77M","-","Right",19,1606,7.04,2,76.48,502,50,2.8,37,2.07,13,74,0.73,4,0.22,2.78,44,2.47,6,0.34,5,0.28,111,6.22,65,3.64,58.56,46,2.58,41.44,10,0.56,6.22,63.35,7,18,11,0.39,1.01,14,0.78,0,5,0.1,0,0.28,0,1,0,8.29,2.51,1.46,17.43,0,5.38,82,100,35,92,87,91,93,96,93,94,91,93,33,53,56
"Formose Mendy","D (RC)",22,"191 cm","76 kg","-","Lorient","Ligue 1 Uber Eats","SEN","-","-","Scouting Required","$5,500 p/w","$600K - $6.2M","-","Right",16,1453,7,1,85.47,503,27,1.67,23,1.42,4,85,0.25,3,0.19,6.75,31,1.92,6,0.37,5,0.31,93,5.76,70,4.34,75.27,23,1.42,24.73,7,0.43,5.76,77.5,5,4,-1,0.31,0.25,17,1.05,0,1,0.04,0,0.06,0,0,0,7.12,0.42,0.19,14.64,0,1.11,24,100,34,50,31,39,38,56,49,47,34,21,30,18,44
"Kiki Kouyaté","D (RC)",26,"193 cm","78 kg","-","Montpellier","Ligue 1 Uber Eats","MLI","-","-","Scouting Required","$14,750 p/w","$500K - $11.5M","-","Right",15,1344,6.72,0,89.6,504,44,2.95,31,2.08,13,70,0.87,9,0.6,4.4,19,1.27,10,0.67,6,0.4,91,6.09,72,4.82,79.12,19,1.27,20.88,12,0.8,6.09,76.3,0,10,10,0,0.67,29,1.94,0,4,0.09,0,0.27,0,0,0,4.55,0.43,0.13,22.77,0,1.54,55,100,85,13,42,36,38,41,24,34,25,69,58,72,0
"Jonathan Tah","D (RC)",27,"195 cm","94 kg","Wnt","Bayer 04","Bundesliga","GER (CIV)","-","-","Scouting Required","$95,000 p/w","$24M - $38M","-","Right",19,1616,6.97,0,85.05,505,27,1.5,20,1.11,7,74,0.39,9,0.5,3,29,1.62,11,0.61,10,0.56,133,7.41,93,5.18,69.92,40,2.23,30.08,9,0.5,7.41,70.63,5,9,4,0.28,0.5,20,1.11,0,2,0.07,0,0.11,0,0,0,8.08,0.72,0.72,19.11,0,1.73,80,100,55,70,87,84,83,71,75,74,78,68,50,40,63
